poll|position|artist|track
1994|16|Beastie Boys|Sabotage
1994|17|Stone Temple Pilots|Interstate Love Song
1994|18|Green Day|Longview
1994|19|Underground Lovers|Losin' It
1994|20|Nick Barker|Time Bomb
1993|1|Denis Leary|Asshole
1993|2|Radiohead|Creep
1993|3|The Cranberries|Linger
1993|4|Blind Melon|No Rain
1993|5|The Breeders|Cannonball
1993|6|Rage Against the Machine|Killing in the Name
1993|7|U2|Lemon
1993|8|Pearl Jam|Go
1993|9|The Cruel Sea|The Honeymoon Is Over
1993|10|Atomic Swing|Stone Me into the Groove
1993|11|R.E.M.|Everybody Hurts
1993|12|Stone Temple Pilots|Plush
1993|13|Red Hot Chili Peppers|Soul to Squeeze
1993|14|Violent Femmes|I Held Her in My Arms
1993|15|Iggy Pop|Wild America
1993|16|Urge Overkill|Sister Havana
1993|17|Cypress Hill|Hits From the Bong
1993|18|Pet Shop Boys|Go West
1993|19|Neneh Cherry & Michael Stipe|Trout
1993|20|Nirvana|Heart-Shaped Box
All-time '91|1|Nirvana|Smells Like Teen Spirit
All-time '91|2|Joy Division|Love Will Tear Us Apart
All-time '91|3|Nirvana|Lithium
All-time '91|4|Hunters & Collectors|Throw Your Arms Around Me
All-time '91|5|Andy Prieboy|Tomorrow Wendy
All-time '91|6|The Smiths|How Soon Is Now?
All-time '91|7|The Stone Roses|Fools Gold
All-time '91|8|The Cure|A Forest
All-time '91|9|Violent Femmes|Blister In The Sun
All-time '91|10|New Order|Blue Monday
All-time '91|11|The Cure|Just Like Heaven
All-time '91|12|R.E.M.|It's The End Of The World
All-time '91|13|The The|Uncertain Smile
All-time '91|14|Nick Cave & The Bad Seeds|The Ship Song
All-time '91|15|Jane's Addiction|Been Caught Stealing
All-time '91|16|The Cult|She Sells Sanctuary
All-time '91|17|Jane's Addiction|Jane Says
All-time '91|18|Violent Femmes|Add It Up
All-time '91|19|Kate Bush|Wuthering Heights
All-time '91|20|Falling Joys|Lock It
All-time '90|1|Joy Division|Love Will Tear Us Apart
All-time '90|2|Hunters & Collectors|Throw Your Arms Around Me
All-time '90|3|The Smiths|How Soon Is Now?
All-time '90|4|The The|Uncertain Smile
All-time '90|5|New Order|Blue Monday
All-time '90|6|The Stone Roses|Fool's Gold
All-time '90|7|The Smiths|This Charming Man
All-time '90|8|The B-52's|Rock Lobster
All-time '90|9|R.E.M.|It's The End Of The World
All-time '90|10|The Jam|That's Entertainment
All-time '90|11|The Cure|A Forest
All-time '90|12|Dead Kennedys|Holiday in Cambodia
All-time '90|13|Sinead O'Connor|Troy
All-time '90|14|The Church|Under the Milky Way
All-time '90|15|Boys Next Door|Shivers
All-time '90|16|The Sugarcubes|Birthday
All-time '90|17|Kate Bush|Wuthering Heights
All-time '90|18|Pixies|Debaser
All-time '90|19|The Cure|Primary
All-time '90|20|Sex Pistols|Anarchy in the U.K.
All-time '89|1|Joy Division|Love Will Tear Us Apart
All-time '89|2|Hunters & Collectors|Throw Your Arms Around Me
All-time '89|3|The The|Uncertain Smile
All-time '89|4|The Jam|That's Entertainment
All-time '89|5|New Order|Blue Monday
All-time '89|6|Dead Kennedys|Holiday in Cambodia
All-time '89|7|The Smiths|How Soon Is Now?
All-time '89|8|Hunters & Collectors|Talking To A Stranger
All-time '89|9|The Sugarcubes|Birthday
All-time '89|10|The Cure|A Forest
All-time '89|11|The Go-Betweens|Cattle And Cane
All-time '89|12|Boys Next Door|Shivers
All-time '89|13|The Smiths|This Charming Man
All-time '89|14|The B-52's|Rock Lobster
All-time '89|15|This Mortal Coil|Song To The Siren
All-time '89|16|Elvis Costello|Alison
All-time '89|17|Sex Pistols|Anarchy in the U.K.
All-time '89|18|The Clash|London Calling
All-time '89|19|The Cure|Primary
All-time '89|20|Billy Bragg|Waiting For The Great Leap Forwards
poll|position|artist|track
